Reference Date,Pair Date,Coherence
2021-03-15,2021-01-02,
2021-03-15,2021-01-06,
2021-03-15,2021-01-10,
2021-03-15,2021-01-14,
2021-03-15,2021-01-18,
2021-03-15,2021-01-22,
2021-03-15,2021-01-26,
2021-03-15,2021-01-30,
2021-03-15,2021-02-03,
2021-03-15,2021-02-07,
2021-03-15,2021-02-11,
2021-03-15,2021-02-15,
2021-03-15,2021-02-19,
2021-03-15,2021-02-23,
2021-03-15,2021-02-27,
2021-03-15,2021-03-03,
2021-03-15,2021-03-07,
2021-03-15,2021-03-11,
2021-03-15,2021-03-15,
2021-03-15,2021-03-19,
2021-03-15,2021-03-23,
2021-03-15,2021-03-27,
2021-03-15,2021-03-31,
2021-03-15,2021-04-04,
2021-03-15,2021-04-08,
2021-03-15,2021-04-12,
2021-03-15,2021-04-16,
2021-03-15,2021-04-20,
2021-03-15,2021-04-24,
2021-03-15,2021-04-28,
2021-03-15,2021-05-02,
2021-03-15,2021-05-06,
2021-03-15,2021-05-10,
2021-03-15,2021-05-14,
2021-03-15,2021-05-18,
2021-03-15,2021-05-22,
2021-03-15,2021-05-26,
2021-03-15,2021-05-30,
2021-03-15,2021-06-03,
2021-03-15,2021-06-07,
2021-03-15,2021-06-11,
2021-03-15,2021-06-15,
2021-03-15,2021-06-19,
2021-03-15,2021-06-23,
2021-03-15,2021-06-27,
2021-03-15,2021-07-01,
2021-03-15,2021-07-05,
2021-03-15,2021-07-09,
2021-03-15,2021-07-13,
2021-03-15,2021-07-17,
2021-03-15,2021-07-21,
2021-03-15,2021-07-25,
2021-03-15,2021-07-29,
2021-03-15,2021-08-02,
2021-03-15,2021-08-06,
2021-03-15,2021-08-10,
2021-03-15,2021-08-14,
2021-03-15,2021-08-18,
2021-03-15,2021-08-22,
2021-03-15,2021-08-26,
2021-03-15,2021-08-30,
2021-03-15,2021-09-03,
2021-03-19,2020-12-01,
2021-03-19,2020-12-05,
2021-03-19,2020-12-09,
2021-03-19,2020-12-13,
2021-03-19,2020-12-17,
2021-03-19,2020-12-21,
2021-03-19,2020-12-25,
2021-03-19,2020-12-29,
2021-03-19,2021-01-02,
2021-03-19,2021-01-06,
2021-03-19,2021-01-10,
2021-03-19,2021-01-14,
2021-03-19,2021-01-18,
2021-03-19,2021-01-22,
2021-03-19,2021-01-26,
2021-03-19,2021-01-30,
2021-03-19,2021-02-03,
2021-03-19,2021-02-07,
2021-03-19,2021-02-11,
2021-03-19,2021-02-15,
2021-03-19,2021-02-19,
2021-03-19,2021-02-23,
2021-03-19,2021-02-27,
2021-03-19,2021-03-03,
2021-03-19,2021-03-07,
2021-03-19,2021-03-11,
2021-03-19,2021-03-15,
2021-03-19,2021-03-19,
2021-03-19,2021-03-23,
2021-03-19,2021-03-27,
2021-03-19,2021-03-31,
2021-03-19,2021-04-04,
2021-03-19,2021-04-08,
2021-03-19,2021-04-12,
2021-03-19,2021-04-16,
2021-03-19,2021-04-20,
2021-03-19,2021-04-24,
2021-03-19,2021-04-28,
2021-03-19,2021-05-02,
2021-03-19,2021-05-06,
2021-03-19,2021-05-10,
2021-03-19,2021-05-14,
2021-03-19,2021-05-18,
2021-03-19,2021-05-22,
2021-03-19,2021-05-26,
2021-03-19,2021-05-30,
2021-03-19,2021-06-03,
2021-03-19,2021-06-07,
2021-03-19,2021-06-11,
2021-03-19,2021-06-15,
2021-03-19,2021-06-19,
2021-03-19,2021-06-23,
2021-03-19,2021-06-27,
2021-03-19,2021-07-01,
2021-03-19,2021-07-05,
2021-03-19,2021-07-09,
2021-03-19,2021-07-13,
2021-03-19,2021-07-17,
2021-03-19,2021-07-21,
2021-03-19,2021-07-25,
2021-03-19,2021-07-29,
2021-03-19,2021-08-02,
2021-03-19,2021-08-06,
2021-03-19,2021-08-10,
2021-03-19,2021-08-14,
2021-03-19,2021-08-18,
2021-03-19,2021-08-22,
2021-03-19,2021-08-26,
2021-03-19,2021-08-30,
2021-03-19,2021-09-03,
2021-03-23,2020-12-01,
2021-03-23,2020-12-05,
2021-03-23,2020-12-09,
2021-03-23,2020-12-13,
2021-03-23,2020-12-17,
2021-03-23,2020-12-21,
2021-03-23,2020-12-25,
2021-03-23,2020-12-29,
2021-03-23,2021-01-02,
2021-03-23,2021-01-06,
2021-03-23,2021-01-10,
2021-03-23,2021-01-14,
2021-03-23,2021-01-18,
2021-03-23,2021-01-22,
2021-03-23,2021-01-26,
2021-03-23,2021-01-30,
2021-03-23,2021-02-03,
2021-03-23,2021-02-07,
2021-03-23,2021-02-11,
2021-03-23,2021-02-15,
2021-03-23,2021-02-19,
2021-03-23,2021-02-23,
2021-03-23,2021-02-27,
2021-03-23,2021-03-03,
2021-03-23,2021-03-07,
2021-03-23,2021-03-11,
2021-03-23,2021-03-15,
2021-03-23,2021-03-19,
2021-03-23,2021-03-23,
2021-03-23,2021-03-27,
2021-03-23,2021-03-31,
2021-03-23,2021-04-04,
2021-03-23,2021-04-08,
2021-03-23,2021-04-12,
2021-03-23,2021-04-16,
2021-03-23,2021-04-20,
2021-03-23,2021-04-24,
2021-03-23,2021-04-28,
2021-03-23,2021-05-02,
2021-03-23,2021-05-06,
2021-03-23,2021-05-10,
2021-03-23,2021-05-14,
2021-03-23,2021-05-18,
2021-03-23,2021-05-22,
2021-03-23,2021-05-26,
2021-03-23,2021-05-30,
2021-03-23,2021-06-03,
2021-03-23,2021-06-07,
2021-03-23,2021-06-11,
2021-03-23,2021-06-15,
2021-03-23,2021-06-19,
2021-03-23,2021-06-23,
2021-03-23,2021-06-27,
2021-03-23,2021-07-01,
2021-03-23,2021-07-05,
2021-03-23,2021-07-09,
2021-03-23,2021-07-13,
2021-03-23,2021-07-17,
2021-03-23,2021-07-21,
2021-03-23,2021-07-25,
2021-03-23,2021-07-29,
2021-03-23,2021-08-02,
2021-03-23,2021-08-06,
2021-03-23,2021-08-10,
2021-03-23,2021-08-14,
2021-03-23,2021-08-18,
2021-03-23,2021-08-22,
2021-03-23,2021-08-26,
2021-03-23,2021-08-30,
2021-03-23,2021-09-03,
2021-03-27,2020-12-01,
2021-03-27,2020-12-05,
2021-03-27,2020-12-09,
2021-03-27,2020-12-13,
2021-03-27,2020-12-17,
2021-03-27,2020-12-21,
2021-03-27,2020-12-25,
2021-03-27,2020-12-29,
2021-03-27,2021-01-02,
2021-03-27,2021-01-06,
2021-03-27,2021-01-10,
2021-03-27,2021-01-14,
2021-03-27,2021-01-18,
2021-03-27,2021-01-22,
2021-03-27,2021-01-26,
2021-03-27,2021-01-30,
2021-03-27,2021-02-03,
2021-03-27,2021-02-07,
2021-03-27,2021-02-11,
2021-03-27,2021-02-15,
2021-03-27,2021-02-19,
2021-03-27,2021-02-23,
2021-03-27,2021-02-27,
2021-03-27,2021-03-03,
2021-03-27,2021-03-07,
2021-03-27,2021-03-11,
2021-03-27,2021-03-15,
2021-03-27,2021-03-19,
2021-03-27,2021-03-23,
2021-03-27,2021-03-27,
2021-03-27,2021-03-31,
2021-03-27,2021-04-04,
2021-03-27,2021-04-08,
2021-03-27,2021-04-12,
2021-03-27,2021-04-16,
2021-03-27,2021-04-20,
2021-03-27,2021-04-24,
2021-03-27,2021-04-28,
2021-03-27,2021-05-02,
2021-03-27,2021-05-06,
2021-03-27,2021-05-10,
2021-03-27,2021-05-14,
2021-03-27,2021-05-18,
2021-03-27,2021-05-22,
2021-03-27,2021-05-26,
2021-03-27,2021-05-30,
2021-03-27,2021-06-03,
2021-03-27,2021-06-07,
2021-03-27,2021-06-11,
2021-03-27,2021-06-15,
2021-03-27,2021-06-19,
2021-03-27,2021-06-23,
2021-03-27,2021-06-27,
2021-03-27,2021-07-01,
2021-03-27,2021-07-05,
2021-03-27,2021-07-09,
2021-03-27,2021-07-13,
2021-03-27,2021-07-17,
2021-03-27,2021-07-21,
2021-03-27,2021-07-25,
2021-03-27,2021-07-29,
2021-03-27,2021-08-02,
2021-03-27,2021-08-06,
2021-03-27,2021-08-10,
2021-03-27,2021-08-14,
2021-03-27,2021-08-18,
2021-03-27,2021-08-22,
2021-03-27,2021-08-26,
2021-03-27,2021-08-30,
2021-03-27,2021-09-03,
2021-03-31,2020-12-01,
2021-03-31,2020-12-05,
2021-03-31,2020-12-09,
2021-03-31,2020-12-13,
2021-03-31,2020-12-17,
2021-03-31,2020-12-21,
2021-03-31,2020-12-25,
2021-03-31,2020-12-29,
2021-03-31,2021-01-02,
2021-03-31,2021-01-06,
2021-03-31,2021-01-10,
2021-03-31,2021-01-14,
2021-03-31,2021-01-18,
2021-03-31,2021-01-22,
2021-03-31,2021-01-26,
2021-03-31,2021-01-30,
2021-03-31,2021-02-03,
2021-03-31,2021-02-07,
2021-03-31,2021-02-11,
2021-03-31,2021-02-15,
2021-03-31,2021-02-19,
2021-03-31,2021-02-23,
2021-03-31,2021-02-27,
2021-03-31,2021-03-03,
2021-03-31,2021-03-07,
2021-03-31,2021-03-11,
2021-03-31,2021-03-15,
2021-03-31,2021-03-19,
2021-03-31,2021-03-23,
2021-03-31,2021-03-27,
2021-03-31,2021-03-31,
2021-03-31,2021-04-04,
2021-03-31,2021-04-08,
2021-03-31,2021-04-12,
2021-03-31,2021-04-16,
2021-03-31,2021-04-20,
2021-03-31,2021-04-24,
2021-03-31,2021-04-28,
2021-03-31,2021-05-02,
2021-03-31,2021-05-06,
2021-03-31,2021-05-10,
2021-03-31,2021-05-14,
2021-03-31,2021-05-18,
2021-03-31,2021-05-22,
2021-03-31,2021-05-26,
2021-03-31,2021-05-30,
2021-03-31,2021-06-03,
2021-03-31,2021-06-07,
2021-03-31,2021-06-11,
2021-03-31,2021-06-15,
2021-03-31,2021-06-19,
2021-03-31,2021-06-23,
2021-03-31,2021-06-27,
2021-03-31,2021-07-01,
2021-03-31,2021-07-05,
2021-03-31,2021-07-09,
2021-03-31,2021-07-13,
2021-03-31,2021-07-17,
2021-03-31,2021-07-21,
2021-03-31,2021-07-25,
2021-03-31,2021-07-29,
2021-03-31,2021-08-02,
2021-03-31,2021-08-06,
2021-03-31,2021-08-10,
2021-03-31,2021-08-14,
2021-03-31,2021-08-18,
2021-03-31,2021-08-22,
2021-03-31,2021-08-26,
2021-03-31,2021-08-30,
2021-03-31,2021-09-03,
2021-04-04,2020-12-01,
2021-04-04,2020-12-05,
2021-04-04,2020-12-09,
2021-04-04,2020-12-13,
2021-04-04,2020-12-17,
2021-04-04,2020-12-21,
2021-04-04,2020-12-25,
2021-04-04,2020-12-29,
2021-04-04,2021-01-02,
2021-04-04,2021-01-06,
2021-04-04,2021-01-10,
2021-04-04,2021-01-14,
2021-04-04,2021-01-18,
2021-04-04,2021-01-22,
2021-04-04,2021-01-26,
2021-04-04,2021-01-30,
2021-04-04,2021-02-03,
2021-04-04,2021-02-07,
2021-04-04,2021-02-11,
2021-04-04,2021-02-15,
2021-04-04,2021-02-19,
2021-04-04,2021-02-23,
2021-04-04,2021-02-27,
2021-04-04,2021-03-03,
2021-04-04,2021-03-07,
2021-04-04,2021-03-11,
2021-04-04,2021-03-15,
2021-04-04,2021-03-19,
2021-04-04,2021-03-23,
2021-04-04,2021-03-27,
2021-04-04,2021-03-31,
2021-04-04,2021-04-04,
2021-04-04,2021-04-08,
2021-04-04,2021-04-12,
2021-04-04,2021-04-16,0.8880582991681943
2021-04-04,2021-04-20,
2021-04-04,2021-04-24,
2021-04-04,2021-04-28,
2021-04-04,2021-05-02,
2021-04-04,2021-05-06,0.7841679018093146
2021-04-04,2021-05-10,0.1837963674429729
2021-04-04,2021-05-14,
2021-04-04,2021-05-18,
2021-04-04,2021-05-22,0.09522615398241752
2021-04-04,2021-05-26,
2021-04-04,2021-05-30,
2021-04-04,2021-06-03,0.46599545448552393
2021-04-04,2021-06-07,
2021-04-04,2021-06-11,
2021-04-04,2021-06-15,
2021-04-04,2021-06-19,
2021-04-04,2021-06-23,
2021-04-04,2021-06-27,
2021-04-04,2021-07-01,
2021-04-04,2021-07-05,
2021-04-04,2021-07-09,
2021-04-04,2021-07-13,
2021-04-04,2021-07-17,
2021-04-04,2021-07-21,
2021-04-04,2021-07-25,
2021-04-04,2021-07-29,
2021-04-04,2021-08-02,
2021-04-04,2021-08-06,
2021-04-04,2021-08-10,
2021-04-04,2021-08-14,
2021-04-04,2021-08-18,
2021-04-04,2021-08-22,
2021-04-04,2021-08-26,
2021-04-04,2021-08-30,
2021-04-04,2021-09-03,
2021-04-08,2020-12-01,
2021-04-08,2020-12-05,
2021-04-08,2020-12-09,
2021-04-08,2020-12-13,
2021-04-08,2020-12-17,
2021-04-08,2020-12-21,
2021-04-08,2020-12-25,
2021-04-08,2020-12-29,
2021-04-08,2021-01-02,
2021-04-08,2021-01-06,
2021-04-08,2021-01-10,
2021-04-08,2021-01-14,
2021-04-08,2021-01-18,
2021-04-08,2021-01-22,
2021-04-08,2021-01-26,
2021-04-08,2021-01-30,
2021-04-08,2021-02-03,
2021-04-08,2021-02-07,
2021-04-08,2021-02-11,
2021-04-08,2021-02-15,
2021-04-08,2021-02-19,
2021-04-08,2021-02-23,
2021-04-08,2021-02-27,
2021-04-08,2021-03-03,
2021-04-08,2021-03-07,
2021-04-08,2021-03-11,
2021-04-08,2021-03-15,
2021-04-08,2021-03-19,
2021-04-08,2021-03-23,
2021-04-08,2021-03-27,
2021-04-08,2021-03-31,
2021-04-08,2021-04-04,
2021-04-08,2021-04-08,
2021-04-08,2021-04-12,
2021-04-08,2021-04-16,
2021-04-08,2021-04-20,
2021-04-08,2021-04-24,
2021-04-08,2021-04-28,
2021-04-08,2021-05-02,
2021-04-08,2021-05-06,
2021-04-08,2021-05-10,
2021-04-08,2021-05-14,
2021-04-08,2021-05-18,
2021-04-08,2021-05-22,
2021-04-08,2021-05-26,
2021-04-08,2021-05-30,
2021-04-08,2021-06-03,
2021-04-08,2021-06-07,
2021-04-08,2021-06-11,
2021-04-08,2021-06-15,
2021-04-08,2021-06-19,
2021-04-08,2021-06-23,
2021-04-08,2021-06-27,
2021-04-08,2021-07-01,
2021-04-08,2021-07-05,
2021-04-08,2021-07-09,
2021-04-08,2021-07-13,
2021-04-08,2021-07-17,
2021-04-08,2021-07-21,
2021-04-08,2021-07-25,
2021-04-08,2021-07-29,
2021-04-08,2021-08-02,
2021-04-08,2021-08-06,
2021-04-08,2021-08-10,
2021-04-08,2021-08-14,
2021-04-08,2021-08-18,
2021-04-08,2021-08-22,
2021-04-08,2021-08-26,
2021-04-08,2021-08-30,
2021-04-08,2021-09-03,
2021-04-12,2020-12-01,
2021-04-12,2020-12-05,
2021-04-12,2020-12-09,
2021-04-12,2020-12-13,
2021-04-12,2020-12-17,
2021-04-12,2020-12-21,
2021-04-12,2020-12-25,
2021-04-12,2020-12-29,
2021-04-12,2021-01-02,
2021-04-12,2021-01-06,
2021-04-12,2021-01-10,
2021-04-12,2021-01-14,
2021-04-12,2021-01-18,
2021-04-12,2021-01-22,
2021-04-12,2021-01-26,
2021-04-12,2021-01-30,
2021-04-12,2021-02-03,
2021-04-12,2021-02-07,
2021-04-12,2021-02-11,
2021-04-12,2021-02-15,
2021-04-12,2021-02-19,
2021-04-12,2021-02-23,
2021-04-12,2021-02-27,
2021-04-12,2021-03-03,
2021-04-12,2021-03-07,
2021-04-12,2021-03-11,
2021-04-12,2021-03-15,
2021-04-12,2021-03-19,
2021-04-12,2021-03-23,
2021-04-12,2021-03-27,
2021-04-12,2021-03-31,
2021-04-12,2021-04-04,
2021-04-12,2021-04-08,
2021-04-12,2021-04-12,
2021-04-12,2021-04-16,
2021-04-12,2021-04-20,
2021-04-12,2021-04-24,
2021-04-12,2021-04-28,
2021-04-12,2021-05-02,
2021-04-12,2021-05-06,
2021-04-12,2021-05-10,
2021-04-12,2021-05-14,
2021-04-12,2021-05-18,
2021-04-12,2021-05-22,
2021-04-12,2021-05-26,
2021-04-12,2021-05-30,
2021-04-12,2021-06-03,
2021-04-12,2021-06-07,
2021-04-12,2021-06-11,
2021-04-12,2021-06-15,
2021-04-12,2021-06-19,
2021-04-12,2021-06-23,
2021-04-12,2021-06-27,
2021-04-12,2021-07-01,
2021-04-12,2021-07-05,
2021-04-12,2021-07-09,
2021-04-12,2021-07-13,
2021-04-12,2021-07-17,
2021-04-12,2021-07-21,
2021-04-12,2021-07-25,
2021-04-12,2021-07-29,
2021-04-12,2021-08-02,
2021-04-12,2021-08-06,
2021-04-12,2021-08-10,
2021-04-12,2021-08-14,
2021-04-12,2021-08-18,
2021-04-12,2021-08-22,
2021-04-12,2021-08-26,
2021-04-12,2021-08-30,
2021-04-12,2021-09-03,
2021-04-16,2020-12-01,
2021-04-16,2020-12-05,
2021-04-16,2020-12-09,
2021-04-16,2020-12-13,
2021-04-16,2020-12-17,
2021-04-16,2020-12-21,
2021-04-16,2020-12-25,
2021-04-16,2020-12-29,
2021-04-16,2021-01-02,
2021-04-16,2021-01-06,
2021-04-16,2021-01-10,
2021-04-16,2021-01-14,
2021-04-16,2021-01-18,
2021-04-16,2021-01-22,
2021-04-16,2021-01-26,
2021-04-16,2021-01-30,
2021-04-16,2021-02-03,
2021-04-16,2021-02-07,
2021-04-16,2021-02-11,
2021-04-16,2021-02-15,
2021-04-16,2021-02-19,
2021-04-16,2021-02-23,
2021-04-16,2021-02-27,
2021-04-16,2021-03-03,
2021-04-16,2021-03-07,
2021-04-16,2021-03-11,
2021-04-16,2021-03-15,
2021-04-16,2021-03-19,
2021-04-16,2021-03-23,
2021-04-16,2021-03-27,
2021-04-16,2021-03-31,
2021-04-16,2021-04-04,
2021-04-16,2021-04-08,
2021-04-16,2021-04-12,
2021-04-16,2021-04-16,
2021-04-16,2021-04-20,
2021-04-16,2021-04-24,
2021-04-16,2021-04-28,
2021-04-16,2021-05-02,
2021-04-16,2021-05-06,0.6694726546695798
2021-04-16,2021-05-10,0.18865192532266528
2021-04-16,2021-05-14,
2021-04-16,2021-05-18,
2021-04-16,2021-05-22,0.6459724414493833
2021-04-16,2021-05-26,
2021-04-16,2021-05-30,
2021-04-16,2021-06-03,0.7813023781703277
2021-04-16,2021-06-07,
2021-04-16,2021-06-11,
2021-04-16,2021-06-15,0.7144326339682778
2021-04-16,2021-06-19,
2021-04-16,2021-06-23,
2021-04-16,2021-06-27,
2021-04-16,2021-07-01,
2021-04-16,2021-07-05,
2021-04-16,2021-07-09,
2021-04-16,2021-07-13,
2021-04-16,2021-07-17,
2021-04-16,2021-07-21,
2021-04-16,2021-07-25,
2021-04-16,2021-07-29,
2021-04-16,2021-08-02,
2021-04-16,2021-08-06,
2021-04-16,2021-08-10,
2021-04-16,2021-08-14,
2021-04-16,2021-08-18,
2021-04-16,2021-08-22,
2021-04-16,2021-08-26,
2021-04-16,2021-08-30,
2021-04-16,2021-09-03,
2021-04-20,2020-12-01,
2021-04-20,2020-12-05,
2021-04-20,2020-12-09,
2021-04-20,2020-12-13,
2021-04-20,2020-12-17,
2021-04-20,2020-12-21,
2021-04-20,2020-12-25,
2021-04-20,2020-12-29,
2021-04-20,2021-01-02,
2021-04-20,2021-01-06,
2021-04-20,2021-01-10,
2021-04-20,2021-01-14,
2021-04-20,2021-01-18,
2021-04-20,2021-01-22,
2021-04-20,2021-01-26,
2021-04-20,2021-01-30,
2021-04-20,2021-02-03,
2021-04-20,2021-02-07,
2021-04-20,2021-02-11,
2021-04-20,2021-02-15,
2021-04-20,2021-02-19,
2021-04-20,2021-02-23,
2021-04-20,2021-02-27,
2021-04-20,2021-03-03,
2021-04-20,2021-03-07,
2021-04-20,2021-03-11,
2021-04-20,2021-03-15,
2021-04-20,2021-03-19,
2021-04-20,2021-03-23,
2021-04-20,2021-03-27,
2021-04-20,2021-03-31,
2021-04-20,2021-04-04,
2021-04-20,2021-04-08,
2021-04-20,2021-04-12,
2021-04-20,2021-04-16,
2021-04-20,2021-04-20,
2021-04-20,2021-04-24,
2021-04-20,2021-04-28,
2021-04-20,2021-05-02,
2021-04-20,2021-05-06,
2021-04-20,2021-05-10,
2021-04-20,2021-05-14,
2021-04-20,2021-05-18,
2021-04-20,2021-05-22,
2021-04-20,2021-05-26,
2021-04-20,2021-05-30,
2021-04-20,2021-06-03,
2021-04-20,2021-06-07,
2021-04-20,2021-06-11,
2021-04-20,2021-06-15,
2021-04-20,2021-06-19,
2021-04-20,2021-06-23,
2021-04-20,2021-06-27,
2021-04-20,2021-07-01,
2021-04-20,2021-07-05,
2021-04-20,2021-07-09,
2021-04-20,2021-07-13,
2021-04-20,2021-07-17,
2021-04-20,2021-07-21,
2021-04-20,2021-07-25,
2021-04-20,2021-07-29,
2021-04-20,2021-08-02,
2021-04-20,2021-08-06,
2021-04-20,2021-08-10,
2021-04-20,2021-08-14,
2021-04-20,2021-08-18,
2021-04-20,2021-08-22,
2021-04-20,2021-08-26,
2021-04-20,2021-08-30,
2021-04-20,2021-09-03,
2021-04-24,2020-12-01,
2021-04-24,2020-12-05,
2021-04-24,2020-12-09,
2021-04-24,2020-12-13,
2021-04-24,2020-12-17,
2021-04-24,2020-12-21,
2021-04-24,2020-12-25,
2021-04-24,2020-12-29,
2021-04-24,2021-01-02,
2021-04-24,2021-01-06,
2021-04-24,2021-01-10,
2021-04-24,2021-01-14,
2021-04-24,2021-01-18,
2021-04-24,2021-01-22,
2021-04-24,2021-01-26,
2021-04-24,2021-01-30,
2021-04-24,2021-02-03,
2021-04-24,2021-02-07,
2021-04-24,2021-02-11,
2021-04-24,2021-02-15,
2021-04-24,2021-02-19,
2021-04-24,2021-02-23,
2021-04-24,2021-02-27,
2021-04-24,2021-03-03,
2021-04-24,2021-03-07,
2021-04-24,2021-03-11,
2021-04-24,2021-03-15,
2021-04-24,2021-03-19,
2021-04-24,2021-03-23,
2021-04-24,2021-03-27,
2021-04-24,2021-03-31,
2021-04-24,2021-04-04,
2021-04-24,2021-04-08,
2021-04-24,2021-04-12,
2021-04-24,2021-04-16,
2021-04-24,2021-04-20,
2021-04-24,2021-04-24,
2021-04-24,2021-04-28,
2021-04-24,2021-05-02,
2021-04-24,2021-05-06,
2021-04-24,2021-05-10,
2021-04-24,2021-05-14,
2021-04-24,2021-05-18,
2021-04-24,2021-05-22,
2021-04-24,2021-05-26,
2021-04-24,2021-05-30,
2021-04-24,2021-06-03,
2021-04-24,2021-06-07,
2021-04-24,2021-06-11,
2021-04-24,2021-06-15,
2021-04-24,2021-06-19,
2021-04-24,2021-06-23,
2021-04-24,2021-06-27,
2021-04-24,2021-07-01,
2021-04-24,2021-07-05,
2021-04-24,2021-07-09,
2021-04-24,2021-07-13,
2021-04-24,2021-07-17,
2021-04-24,2021-07-21,
2021-04-24,2021-07-25,
2021-04-24,2021-07-29,
2021-04-24,2021-08-02,
2021-04-24,2021-08-06,
2021-04-24,2021-08-10,
2021-04-24,2021-08-14,
2021-04-24,2021-08-18,
2021-04-24,2021-08-22,
2021-04-24,2021-08-26,
2021-04-24,2021-08-30,
2021-04-24,2021-09-03,
2021-04-28,2020-12-01,
2021-04-28,2020-12-05,
2021-04-28,2020-12-09,
2021-04-28,2020-12-13,
2021-04-28,2020-12-17,
2021-04-28,2020-12-21,
2021-04-28,2020-12-25,
2021-04-28,2020-12-29,
2021-04-28,2021-01-02,
2021-04-28,2021-01-06,
2021-04-28,2021-01-10,
2021-04-28,2021-01-14,
2021-04-28,2021-01-18,
2021-04-28,2021-01-22,
2021-04-28,2021-01-26,
2021-04-28,2021-01-30,
2021-04-28,2021-02-03,
2021-04-28,2021-02-07,
2021-04-28,2021-02-11,
2021-04-28,2021-02-15,
2021-04-28,2021-02-19,
2021-04-28,2021-02-23,
2021-04-28,2021-02-27,
2021-04-28,2021-03-03,
2021-04-28,2021-03-07,
2021-04-28,2021-03-11,
2021-04-28,2021-03-15,
2021-04-28,2021-03-19,
2021-04-28,2021-03-23,
2021-04-28,2021-03-27,
2021-04-28,2021-03-31,
2021-04-28,2021-04-04,
2021-04-28,2021-04-08,
2021-04-28,2021-04-12,
2021-04-28,2021-04-16,
2021-04-28,2021-04-20,
2021-04-28,2021-04-24,
2021-04-28,2021-04-28,
2021-04-28,2021-05-02,
2021-04-28,2021-05-06,
2021-04-28,2021-05-10,
2021-04-28,2021-05-14,
2021-04-28,2021-05-18,
2021-04-28,2021-05-22,
2021-04-28,2021-05-26,
2021-04-28,2021-05-30,
2021-04-28,2021-06-03,
2021-04-28,2021-06-07,
2021-04-28,2021-06-11,
2021-04-28,2021-06-15,
2021-04-28,2021-06-19,
2021-04-28,2021-06-23,
2021-04-28,2021-06-27,
2021-04-28,2021-07-01,
2021-04-28,2021-07-05,
2021-04-28,2021-07-09,
2021-04-28,2021-07-13,
2021-04-28,2021-07-17,
2021-04-28,2021-07-21,
2021-04-28,2021-07-25,
2021-04-28,2021-07-29,
2021-04-28,2021-08-02,
2021-04-28,2021-08-06,
2021-04-28,2021-08-10,
2021-04-28,2021-08-14,
2021-04-28,2021-08-18,
2021-04-28,2021-08-22,
2021-04-28,2021-08-26,
2021-04-28,2021-08-30,
2021-04-28,2021-09-03,
2021-05-02,2020-12-01,
2021-05-02,2020-12-05,
2021-05-02,2020-12-09,
2021-05-02,2020-12-13,
2021-05-02,2020-12-17,
2021-05-02,2020-12-21,
2021-05-02,2020-12-25,
2021-05-02,2020-12-29,
2021-05-02,2021-01-02,
2021-05-02,2021-01-06,
2021-05-02,2021-01-10,
2021-05-02,2021-01-14,
2021-05-02,2021-01-18,
2021-05-02,2021-01-22,
2021-05-02,2021-01-26,
2021-05-02,2021-01-30,
2021-05-02,2021-02-03,
2021-05-02,2021-02-07,
2021-05-02,2021-02-11,
2021-05-02,2021-02-15,
2021-05-02,2021-02-19,
2021-05-02,2021-02-23,
2021-05-02,2021-02-27,
2021-05-02,2021-03-03,
2021-05-02,2021-03-07,
2021-05-02,2021-03-11,
2021-05-02,2021-03-15,
2021-05-02,2021-03-19,
2021-05-02,2021-03-23,
2021-05-02,2021-03-27,
2021-05-02,2021-03-31,
2021-05-02,2021-04-04,
2021-05-02,2021-04-08,
2021-05-02,2021-04-12,
2021-05-02,2021-04-16,
2021-05-02,2021-04-20,
2021-05-02,2021-04-24,
2021-05-02,2021-04-28,
2021-05-02,2021-05-02,
2021-05-02,2021-05-06,
2021-05-02,2021-05-10,
2021-05-02,2021-05-14,
2021-05-02,2021-05-18,
2021-05-02,2021-05-22,
2021-05-02,2021-05-26,
2021-05-02,2021-05-30,
2021-05-02,2021-06-03,
2021-05-02,2021-06-07,
2021-05-02,2021-06-11,
2021-05-02,2021-06-15,
2021-05-02,2021-06-19,
2021-05-02,2021-06-23,
2021-05-02,2021-06-27,
2021-05-02,2021-07-01,
2021-05-02,2021-07-05,
2021-05-02,2021-07-09,
2021-05-02,2021-07-13,
2021-05-02,2021-07-17,
2021-05-02,2021-07-21,
2021-05-02,2021-07-25,
2021-05-02,2021-07-29,
2021-05-02,2021-08-02,
2021-05-02,2021-08-06,
2021-05-02,2021-08-10,
2021-05-02,2021-08-14,
2021-05-02,2021-08-18,
2021-05-02,2021-08-22,
2021-05-02,2021-08-26,
2021-05-02,2021-08-30,
2021-05-02,2021-09-03,
2021-05-06,2020-12-01,
2021-05-06,2020-12-05,
2021-05-06,2020-12-09,
2021-05-06,2020-12-13,
2021-05-06,2020-12-17,
2021-05-06,2020-12-21,
2021-05-06,2020-12-25,
2021-05-06,2020-12-29,
2021-05-06,2021-01-02,
2021-05-06,2021-01-06,
2021-05-06,2021-01-10,
2021-05-06,2021-01-14,
2021-05-06,2021-01-18,
2021-05-06,2021-01-22,
2021-05-06,2021-01-26,
2021-05-06,2021-01-30,
2021-05-06,2021-02-03,
2021-05-06,2021-02-07,
2021-05-06,2021-02-11,
2021-05-06,2021-02-15,
2021-05-06,2021-02-19,
2021-05-06,2021-02-23,
2021-05-06,2021-02-27,
2021-05-06,2021-03-03,
